"","samp_name","source_mat_id","sample_alt_lab_ids","biosamples_accession","tissue_type","molecular_sex","molecular_sex_reference","samp_taxon_common","samp_taxon_ID","specific_host","latitude","longitude","geo_loc_name","site_name","sample_age","sample_age_upper","sample_age_lower","sample_age_inference_methods","c14_age","c14_age_sd","c14_lab_code","delta_13_c","delta_13_c_sd","sample_age_reference","nuclear_sequencing_platform","nuclear_library_strategy","nuclear_depth_of_coverage","nuclear_damage_treatment","nuclear_lib_strandedness","nuclear_reference","mt_sequencing_platform","mt_library_strategy","mt_targeted_region","mt_depth_of_coverage","mt_damage_treatment","mt_lib_strandedness","mt_accession","mt_reference","curator_comments","curated_by","curation_complete",".sheet"
"1020","DUR01","8, Aen","missing","to add","mandible, UBERON:0001684","M","AaRC curator","European wildcat","463207","Felis silvestris","43.7","28.54","Bulgaria","Durankulak","6340","6400","6280","radiocarbon dating","5535","±32","RICH-34522","-19","missing","https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","0.404","none","double","https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","not applicable","94.0912","none","double","not applicable","not applicable","pre-print reference will be replaced. biosample accessions will be added","Marco","Yes","felis"
"1021","DUR02","10, Aen.","missing","to add","mandible, UBERON:0001684","M","AaRC curator","European wildcat","463207","Felis silvestris","43.7","28.54","Bulgaria","Durankulak","6340","6400","6280","contextual","NA","NA","NA","NA","NA","https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","0.589","none","double","https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","not applicable","444.7587","none","double","not applicable","not applicable","pre-print reference will be replaced. biosample accessions will be added","Marco","Yes","felis"
"1022","DUR03","3","missing","to add","mandible, UBERON:0001684","M","AaRC curator","European wildcat","463207","Felis silvestris","43.7","28.54","Bulgaria","Durankulak","6340","6400","6280","contextual","NA","NA","NA","NA","NA","https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","0.572","none","double","https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","not applicable","730.5261","none","double","not applicable","not applicable","pre-print reference will be replaced. biosample accessions will be added","Marco","Yes","felis"
"1023","DUR07","1","missing","to add","metatarsal bone of digit 3, UBERON:0003652","F","AaRC curator","European wildcat","463207","Felis silvestris","43.7","28.54","Bulgaria","Durankulak","6340","6400","6280","contextual","NA","NA","NA","NA","NA","https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","0.469","none","double","https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","not applicable","29.4284","none","double","not applicable","not applicable","pre-print reference will be replaced. biosample accessions will be added","Marco","Yes","felis"
"1024","ECLY01","Fait 822 – US – Passe 6","missing","to add","mandible, UBERON:0001684","M","AaRC curator","European wildcat","463207","Felis silvestris","49.54","4.28","France","Ecly","1817","1930","1740","radiocarbon dating","1915","±25","RICH-34507","-19.7","missing","https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","0.532","none","double","https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","not applicable","317.8382","none","double","not applicable","not applicable","pre-print reference will be replaced. biosample accessions will be added","Marco","Yes","felis"
"1025","FLUM02","US 1","missing","to add","right pelvis, UBERON:0001270","M","AaRC curator","Domestic cat","9685","Felis catus","40.64","8.26","Italy","nuraghe Flumenelongu, Sardinia","1285","1350","1170","radiocarbon dating","1365","±25","RICH-34518","-19.4","missing","https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","0.328","none","double","https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","not applicable","26.2594","none","double","not applicable","not applicable","pre-print reference will be replaced. biosample accessions will be added","Marco","Yes","felis"
"1026","GLCA01","UBA-45133; O8E265 ext, area IV, C.28","missing","to add","mandible, UBERON:0001684","M","in prep.","European wildcat","463207","Felis silvestris","52.97","-8.79","Ireland","Glencurran Cave, Co. Clare","5530","5584","5476","radiocarbon dating","4778","±24","UBA-45133","missing","missing","in prep","ILLUMINA","WGS","0.269","none","double","https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","not applicable","94.2698","none","double","not applicable","not applicable","pre-print reference will be replaced. biosample accessions will be added","Marco","NO","felis"
"1027","GRA01","US5","missing","to add","humerus, UBERON:0000976","F","AaRC curator","Domestic cat","9685","Felis catus","42.57","12.2","Italy","Graffignano (Viterbo, Latium)",NA,NA,NA,"stratigraphic inference","NA","NA","NA","NA","NA","https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","0.973","none","double","https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","not applicable","326.661","none","double","not applicable","not applicable","pre-print reference will be replaced. biosample accessions will be added","Marco","NO","felis"
"1028","GSA01","missing","missing","to add","femur, UBERON:0000981","M","AaRC curator","African wildcat","61377","Felis lybica lybica","39.8","9","Italy","Genoni Santu Antine, Sardinia","2083","2000","2290","radiocarbon dating","2121","±25","RICH-34524","-18.7","missing","https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","0.299","none","double","https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","not applicable","55.3569","none","double","not applicable","not applicable","pre-print reference will be replaced. biosample accessions will be added","Marco","Yes","felis"
"1029","HAIS01","Hb. 26/13 Bach","missing","to add","mandible, UBERON:0001684","F","AaRC curator","Domestic cat","9685","Felis catus","9.56","54.5","Germany","Haithabu, settlement area",NA,NA,NA,"stratigraphic inference","NA","NA","NA","NA","NA","https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","0.336","none","double","https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","not applicable","96.4352","none","double","not applicable","not applicable","pre-print reference will be replaced. biosample accessions will be added","Marco","NO","felis"
"1030","HAIS04","Hb. 145/10","missing","to add","mandible, UBERON:0001684","F","AaRC curator","Domestic cat","9685","Felis catus","9.56","54.5","Germany","Haithabu, settlement area",NA,NA,NA,"stratigraphic inference","NA","NA","NA","NA","NA","https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","0.215","none","double","https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","not applicable","172.7177","none","double","not applicable","not applicable","pre-print reference will be replaced. biosample accessions will be added","Marco","NO","felis"
"1031","HAIS10","Hb. 22/9","missing","to add","mandible, UBERON:0001684","F","AaRC curator","Domestic cat","9685","Felis catus","9.56","54.5","Germany","Haithabu, settlement area",NA,NA,NA,"stratigraphic inference","NA","NA","NA","NA","NA","https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","0.291","none","double","https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","not applicable","176.4954","none","double","not applicable","not applicable","pre-print reference will be replaced. biosample accessions will be added","Marco","NO","felis"
"1032","IRT01","IRT-20-549","missing","to add","humerus, UBERON:0000976","F","AaRC curator","Domestic cat","9685","Felis catus","40.42","29.72","Turkey","Iznik - Roman theatre","1338","1375","1300","radiocarbon dating","1448","±22","RICH-35359","missing","missing","https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","0.318","none","double","https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","not applicable","36.1339","none","double","not applicable","not applicable","pre-print reference will be replaced. biosample accessions will be added","Marco","Yes","felis"
"1033","KASP01","missing","missing","to add","mandible, UBERON:0001684","M","AaRC curator","European wildcat","463207","Felis silvestris","39.15","20.67","Greece","Kassope","2246","2150","2350","radiocarbon dating","2253","±25","RICH-34520","-19.6","missing","https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","0.496","none","double","https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","not applicable","52.9183","none","double","not applicable","not applicable","pre-print reference will be replaced. biosample accessions will be added","Marco","Yes","felis"
"1034","KASP02","missing","missing","to add","femur, UBERON:0000981","M","AaRC curator","European wildcat","463207","Felis silvestris","39.15","20.67","Greece","Kassope","2246","2150","2350","contextual","NA","NA","NA","NA","NA","https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","0.361","none","double","https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","not applicable","44.954","none","double","not applicable","not applicable","pre-print reference will be replaced. biosample accessions will be added","Marco","Yes","felis"
"1035","KOP04","missing","missing","to add","pelvis, UBERON:0001270","M","AaRC curator","European wildcat","463207","Felis silvestris","43.41","25.88","Bulgaria","Koprivec","7370","7310","7430","radiocarbon dating","6452","±31","RICH-34528","-18.1","missing","https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","0.395","none","double","https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","not applicable","78.9112","none","double","not applicable","not applicable","pre-print reference will be replaced. biosample accessions will be added","Marco","Yes","felis"
"1036","LAB01","2013/2022","missing","to add","metatarsal bone, UBERON:0001448","F","AaRC curator","Domestic cat","9685","Felis catus","42.58","-2.78","Spain","Labastida",NA,NA,NA,"stratigraphic inference","NA","NA","NA","NA","NA","https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","0.26","none","double","https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","not applicable","60.3819","none","double","not applicable","not applicable","pre-print reference will be replaced. biosample accessions will be added","Marco","NO","felis"
"1037","LHM02","AR inventory number: 1372; B39","missing","to add","humerus, UBERON:0000976","M","AaRC curator","Domestic cat","9685","Felis catus","10.16","49.13","Germany","Lauchheim-Mittelhofen",NA,NA,NA,"stratigraphic inference","NA","NA","NA","NA","NA","https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","0.315","none","double","https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","not applicable","215.3602","none","double","not applicable","not applicable","pre-print reference will be replaced. biosample accessions will be added","Marco","NO","felis"
"1038","LHM03","AR inventory number: 1372; B39","missing","to add","ulna, UBERON:0001424","F","AaRC curator","Domestic cat","9685","Felis catus","10.16","49.13","Germany","Lauchheim-Mittelhofen",NA,NA,NA,"stratigraphic inference","NA","NA","NA","NA","NA","https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","0.202","none","double","https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","not applicable","71.6168","none","double","not applicable","not applicable","pre-print reference will be replaced. biosample accessions will be added","Marco","NO","felis"
"1039","MENT01","2000; 19; UE109; nr 642","missing","to add","ulna, UBERON:0001424","F","AaRC curator","European wildcat","463207","Felis silvestris","40.28","29.52","Turkey","Menteşe","7980","7936","8023","radiocarbon dating","7163","±30","RICH-35361","missing","missing","https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","0.175","none","double","https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","not applicable","82.3212","none","double","not applicable","not applicable","pre-print reference will be replaced. biosample accessions will be added","Marco","Yes","felis"
"1040","MRY07","Mry-1581","missing","to add","femur, UBERON:0000981","M","AaRC curator","Domestic cat","9685","Felis catus","41","28.95","Turkey","Yenikapı, Marmaray exc.","1250","1305","1170","contextual","NA","NA","NA","NA","NA","https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","0.65","none","double","https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","not applicable","95.4478","none","double","not applicable","not applicable","pre-print reference will be replaced. biosample accessions will be added","Marco","Yes","felis"
"1041","MRY08","Mry-1488","missing","to add","femur, UBERON:0000981","M","AaRC curator","Domestic cat","9685","Felis catus","41","28.95","Turkey","Yenikapı, Marmaray exc.","1250","1305","1170","contextual","NA","NA","NA","NA","NA","https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","0.424","none","double","https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","not applicable","78.4028","none","double","not applicable","not applicable","pre-print reference will be replaced. biosample accessions will be added","Marco","Yes","felis"
"1042","MRY09","Mry-2739","missing","to add","femur, UBERON:0000981","F","AaRC curator","Domestic cat","9685","Felis catus","41","28.95","Turkey","Yenikapı, Marmaray exc.","1236","1300","1170","radiocarbon dating","1313","±26","RICH-34529","-19.2","missing","https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","0.306","none","double","https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","not applicable","22.6896","none","double","not applicable","not applicable","pre-print reference will be replaced. biosample accessions will be added","Marco","Yes","felis"
"1043","MRY10","Mry-3080","missing","to add","femur, UBERON:0000981","M","AaRC curator","Domestic cat","9685","Felis catus","41","28.95","Turkey","Yenikapı, Marmaray exc.","1265","1310","1170","radiocarbon dating","1350","±25","RICH-34509","-19","missing","https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","0.673","none","double","https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","not applicable","124.5823","none","double","not applicable","not applicable","pre-print reference will be replaced. biosample accessions will be added","Marco","Yes","felis"
"1044","MTR01B","Objekt O 43; SE1128","missing","to add","mandible, UBERON:0001684","M","AaRC curator","Domestic cat","9685","Felis catus","48.39","15.58","Austria","Mautern - vicus Ost","1885","1900","1870","radiocarbon dating","2007","±25","RICH-34526","-17.9","missing","https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","1.398","none","double","https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","not applicable","442.3856","none","double","not applicable","not applicable","pre-print reference will be replaced. biosample accessions will be added","Marco","Yes","felis"
"1045","MUS01","D4505","missing","to add","atlas, vertebral bone 1, UBERON:0001092","F","AaRC curator","European wildcat","463207","Felis silvestris","42.41","11.98","Italy","Musarna (Viterbo, Latium)","1500","1590","1410","radiocarbon dating","1644","±25","RICH-34516","-18.6","missing","https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","0.403","none","double","https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","not applicable","42.9026","none","double","not applicable","not applicable","pre-print reference will be replaced. biosample accessions will be added","Marco","Yes","felis"
"1046","PAD01","1017B","missing","to add","scapula, UBERON:0006849","M","AaRC curator","Domestic cat","9685","Felis catus","45.41","11.87","Italy","Padova Via Cesare Battisti (Veneto)","530","550","510","radiocarbon dating","515","±23","RICH-34527","-16.7","missing","https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","0.206","none","double","https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","not applicable","18.173","none","double","not applicable","not applicable","pre-print reference will be replaced. biosample accessions will be added","Marco","Yes","felis"
"1047","PAL09","2003/8754/10/C3-4/6E","missing","to add","humerus, UBERON:0000976","F","AaRC curator","Domestic cat","9685","Felis catus","38.57","-8.9","Portugal","Palmela Castle",NA,NA,NA,"stratigraphic inference","NA","NA","NA","NA","NA","https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","0.339","none","double","https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","not applicable","47.9362","none","double","not applicable","not applicable","pre-print reference will be replaced. biosample accessions will be added","Marco","NO","felis"
"1048","PAL10","2003/7297/14/B-C3/8C","missing","to add","tibia, UBERON:0000979","F","AaRC curator","Domestic cat","9685","Felis catus","38.57","-8.9","Portugal","Palmela Castle",NA,NA,NA,"stratigraphic inference","NA","NA","NA","NA","NA","https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","0.371","none","double","https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","not applicable","63.8083","none","double","not applicable","not applicable","pre-print reference will be replaced. biosample accessions will be added","Marco","NO","felis"
"1049","PETR06","161/2002; SE346; Weststrasse","missing","to add","femur, UBERON:0000981","F","AaRC curator","Domestic cat","9685","Felis catus","48.12","16.85","Austria","Petronell-Carnuntum","1751","1830","1630","radiocarbon dating","1830","±26","RICH-34523","-19.4","missing","https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","0.532","none","double","https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","not applicable","34.9812","none","double","not applicable","not applicable","pre-print reference will be replaced. biosample accessions will be added","Marco","Yes","felis"
"1050","PETR08B","787/2007; Therme","missing","to add","mandible, UBERON:0001684","M","AaRC curator","Domestic cat","9685","Felis catus","48.12","16.85","Austria","Petronell-Carnuntum","1818","1930","1740","radiocarbon dating","1919","±24","RICH-35370","missing","missing","https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","0.929","none","double","https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","not applicable","199.6175","none","double","not applicable","not applicable","pre-print reference will be replaced. biosample accessions will be added","Marco","Yes","felis"
"1051","PNE02","SU24039","missing","to add","humerus, UBERON:0000976","F","AaRC curator","Domestic cat","9685","Felis catus","41.89","12.49","Italy","Palatino North East slope (Rome)","1650","1720","1580","radiocarbon dating","1764","±24","RICH-35364","missing","missing","https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","0.338","none","double","https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","not applicable","84.2307","none","double","not applicable","not applicable","pre-print reference will be replaced. biosample accessions will be added","Marco","Yes","felis"
"1052","PNE03","SU2451","missing","to add","radius, UBERON:0001423","F","AaRC curator","Domestic cat","9685","Felis catus","41.89","12.49","Italy","Palatino North East slope (Rome)","1650","1720","1580","contextual","NA","NA","NA","NA","NA","https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","0.642","none","double","https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","not applicable","31.7881","none","double","not applicable","not applicable","pre-print reference will be replaced. biosample accessions will be added","Marco","Yes","felis"
"1053","PRN02","missing","missing","to add","petrous part of temporal bone, UBERON_0001708","M","AaRC curator","European wildcat","463207","Felis silvestris","37.72","12.92","Italy","Partanna C. da Capo d'acqua",NA,NA,NA,"stratigraphic inference","NA","NA","NA","NA","NA","https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","0.299","none","double","https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","not applicable","33.7306","none","double","not applicable","not applicable","pre-print reference will be replaced. biosample accessions will be added","Marco","NO","felis"
"1054","ROC01","missing","missing","to add","humerus, UBERON:0000976","M","AaRC curator","European wildcat","463207","Felis silvestris","40.1","18.33","Italy","Roca vecchia (Melendugno, Lecce)","3377","3261","3449","radiocarbon dating","3145","±29","RICH-35362","NULL",NA,"https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","0.21","none","double","https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","not applicable","48.9812","none","double","not applicable","not applicable","pre-print reference will be replaced. biosample accessions will be added","Marco","Yes","felis"
"1055","ROC02","Roca 2005 saas IX us 11349 B.R.","missing","to add","tibia, UBERON:0000979","M","AaRC curator","European wildcat","463207","Felis silvestris","40.1","18.33","Italy","Roca vecchia (Melendugno, Lecce)","3274","3177","3351","radiocarbon dating","3051","±23","RICH-35363","NULL",NA,"https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","0.202","none","double","https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","not applicable","46.8848","none","double","not applicable","not applicable","pre-print reference will be replaced. biosample accessions will be added","Marco","Yes","felis"
"1056","ROC04","Roca 1991 us I3","missing","to add","mandible, UBERON:0001684","M","AaRC curator","Domestic cat","9685","Felis catus","40.1","18.33","Italy","Roca vecchia (Melendugno, Lecce)",NA,NA,NA,"stratigraphic inference","NA","NA","NA","NA","NA","https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","0.226","none","double","https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","not applicable","100.2672","none","double","not applicable","not applicable","pre-print reference will be replaced. biosample accessions will be added","Marco","NO","felis"
"1057","SA14","SA2000B1-130","missing","to add","humerus, UBERON:0000976","F","AaRC curator","Domestic cat","9685","Felis catus","37.68","30.52","Turkey","Sagalassos",NA,NA,NA,"stratigraphic inference","NA","NA","NA","NA","NA","https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","0.571","none","double","https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","not applicable","260.5526","none","double","not applicable","not applicable","pre-print reference will be replaced. biosample accessions will be added","Marco","NO","felis"
"1058","SAR01","US326 Tg.I / 142","missing","to add","metacarpal bone of digit 4, UBERON:0003648","F","AaRC curator","European wildcat","463207","Felis silvestris","39.77","16.15","Italy","Saracena (Cosenza, Calabria)",NA,NA,NA,"stratigraphic inference","NA","NA","NA","NA","NA","https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","0.508","none","double","https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","not applicable","117.6453","none","double","not applicable","not applicable","pre-print reference will be replaced. biosample accessions will be added","Marco","NO","felis"
"1059","SBR01","A 1986-11","missing","to add","humerus, UBERON:0000976","M","AaRC curator","Domestic cat","9685","Felis catus","47.8","13.05","Austria","Salzburg - Residenz",NA,NA,NA,"stratigraphic inference","NA","NA","NA","NA","NA","https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","0.495","none","double","https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","not applicable","129.8365","none","double","not applicable","not applicable","pre-print reference will be replaced. biosample accessions will be added","Marco","NO","felis"
"1060","SCAT01","US 4 / ID 158","missing","to add","tibia, UBERON:0000979","M","AaRC curator","Domestic cat","9685","Felis catus","40.14","17.99","Italy","Nardò “torre santa Caterina”",NA,NA,NA,"stratigraphic inference","NA","NA","NA","NA","NA","https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","0.662","none","double","https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","not applicable","187.2319","none","double","not applicable","not applicable","pre-print reference will be replaced. biosample accessions will be added","Marco","NO","felis"
"1061","SDUC02B","missing","missing","to add","mandible, UBERON:0001684","M","AaRC curator","Domestic cat","9685","Felis catus","40.73","8.55","Italy","Sassari, palazzo ducale, Sardinia",NA,NA,NA,"stratigraphic inference","NA","NA","NA","NA","NA","https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","0.246","none","double","https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","not applicable","63.76","none","double","not applicable","not applicable","pre-print reference will be replaced. biosample accessions will be added","Marco","NO","felis"
"1062","TAB02B","fase III & IIIS","missing","to add","humerus, UBERON:0000976","M","AaRC curator","European wildcat","463207","Felis silvestris","37.05","-2.39","Spain","Tabernas, Spain",NA,NA,NA,"stratigraphic inference","NA","NA","NA","NA","NA","https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","0.61","none","double","https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","not applicable","74.3898","none","double","not applicable","not applicable","pre-print reference will be replaced. biosample accessions will be added","Marco","NO","felis"
"1063","TERT03","missing","missing","to add","humerus, UBERON:0000976","M","AaRC curator","Domestic cat","9685","Felis catus","39.69","9.58","Italy","Tertenia, Sardinia",NA,NA,NA,"stratigraphic inference","NA","NA","NA","NA","NA","https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","0.129","none","double","https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","not applicable","10.2972","none","double","not applicable","not applicable","pre-print reference will be replaced. biosample accessions will be added","Marco","NO","felis"
"1064","TON03","TO-21-IO, S93, V94","missing","to add","petrous part of temporal bone, UBERON_0001708","M","AaRC curator","European wildcat","463207","Felis silvestris","50.78","5.46","Belgium","Tongeren, Industrie Oost","1886","1949","1820","radiocarbon dating","1953","±27","RICH-34531","-20.5","missing","https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","0.214","none","double","https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","not applicable","28.0209","none","double","not applicable","not applicable","pre-print reference will be replaced. biosample accessions will be added","Marco","Yes","felis"
"1065","TRMR01B","A 1983-8; T-A/2 Pl2-3","missing","to add","mandible, UBERON:0001684","F","AaRC curator","Domestic cat","9685","Felis catus","48.35","15.74","Austria","Traismauer","1810","1890","1730","radiocarbon dating","1897","±27","RICH-34530","-19.1","missing","https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","0.293","none","double","https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","not applicable","140.9287","none","double","not applicable","not applicable","pre-print reference will be replaced. biosample accessions will be added","Marco","Yes","felis"
"1066","VIA04","amf-d7-1-15","missing","to add","mandible, UBERON:0001684","F","AaRC curator","Domestic cat","9685","Felis catus","44.74","21.23","Serbia","Viminacium/Amphitheatre","1594","1700","1530","radiocarbon dating","1697","±25","RICH-34521","-17.1","missing","https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","0.556","none","double","https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","not applicable","117.5081","none","double","not applicable","not applicable","pre-print reference will be replaced. biosample accessions will be added","Marco","Yes","felis"
"1067","VIA06a","amf-b5-18-34","missing","to add","humerus, UBERON:0000976","M","AaRC curator","Domestic cat","9685","Felis catus","44.74","21.23","Serbia","Viminacium/Amphitheatre","1835","1930","1740","radiocarbon dating","1923","±25","RICH-34512","-17.4","missing","https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","0.578","none","double","https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","not applicable","173.9741","none","double","not applicable","not applicable","pre-print reference will be replaced. biosample accessions will be added","Marco","Yes","felis"
"1068","VIN04","nk-66-2g","missing","to add","humerus, UBERON:0000976","F","AaRC curator","European wildcat","463207","Felis silvestris","44.74","21.23","Serbia","Viminacium/Nad Klepačkom","882","960","790","radiocarbon dating","992","±25","RICH-34510","-20.3","missing","https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","0.16","none","double","https://www.biorxiv.org/content/10.1101/2025.03.28.645893v1","ILLUMINA","WGS","not applicable","132.379","none","double","not applicable","not applicable","pre-print reference will be replaced. biosample accessions will be added","Marco","Yes","felis"
